"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"VPLGAJQLBYHM","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,27,432917,7,1319,0,NA
"VPLGAJQLBYHM","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,32,434399,6,965,0,NA
"VPLGAJQLBYHM","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,31,436522,8,1608,0,NA
"VPLGAJQLBYHM","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,28,438511,7,1483,0,NA
"VPLGAJQLBYHM","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,34,440400,6,1374,0,NA
"VPLGAJQLBYHM","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,24,442634,8,1721,0,NA
"VPLGAJQLBYHM","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,29,444383,7,1228,0,NA
"VPLGAJQLBYHM","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,92,471740,7,14368,0,NA
"VPLGAJQLBYHM","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,91,484040,5,11790,0,NA
"VPLGAJQLBYHM","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,95,492584,4,8039,0,NA
"VPLGAJQLBYHM","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,85,500299,3,7191,0,NA
"VPLGAJQLBYHM","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,97,509322,1,8517,0,NA
"VPLGAJQLBYHM","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,90,517514,1,7681,0,NA
"VPLGAJQLBYHM","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,88,529595,6,11555,0,NA
"VPLGAJQLBYHM","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,83,537427,3,7306,0,NA
"VPLGAJQLBYHM","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,84,543805,7,5845,0,NA
"VPLGAJQLBYHM","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,93,548910,3,4563,0,NA
"VPLGAJQLBYHM","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,86,555478,6,6043,0,NA
"VPLGAJQLBYHM","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,94,560945,6,4905,0,NA
"VPLGAJQLBYHM","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,89,568681,1,7198,0,NA
"VPLGAJQLBYHM","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,96,576355,3,7137,0,NA
"VPLGAJQLBYHM","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,87,593643,1,16748,0,NA
"VPLGAJQLBYHM","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,610919,85,5571,0,NA
"VPLGAJQLBYHM","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,616991,50,5421,0,NA
"VPLGAJQLBYHM","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,623810,25,6117,0,NA
"VPLGAJQLBYHM","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,628645,50,4097,0,NA
"VPLGAJQLBYHM","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,633190,70,3810,0,NA
"VPLGAJQLBYHM","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,639086,50,4976,0,NA
"VPLGAJQLBYHM","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,644157,15,4323,0,NA
"VPLGAJQLBYHM","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,648268,50,3578,0,NA
"VPLGAJQLBYHM","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,653336,65,4545,0,NA
"VPLGAJQLBYHM","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,658651,0,4340,0,NA
"VPLGAJQLBYHM","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,665283,85,5841,0,NA
"VPLGAJQLBYHM","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,668615,0,2798,0,NA
"VWAKMJUKWPUH","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na",500,"na","na","na","na","na","na","NEXT","na","na","na","na",1,1,171470,1,28232,0,NA
"VWAKMJUKWPUH","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,15,175052,2,3069,1,NA
"VWAKMJUKWPUH","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,12,180648,2,2374,1,NA
"VWAKMJUKWPUH","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,7,184264,1,1710,1,NA
"VWAKMJUKWPUH","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,10,188439,1,2037,0,NA
"VWAKMJUKWPUH","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,11,192200,1,1769,0,NA
"VWAKMJUKWPUH","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,14,196909,2,2667,1,NA
"VWAKMJUKWPUH","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,18,200513,2,1585,1,NA
"VWAKMJUKWPUH","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,4,203976,1,1685,1,NA
"VWAKMJUKWPUH","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,17,207660,2,1769,1,NA
"VWAKMJUKWPUH","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,8,210934,1,1290,1,NA
"VWAKMJUKWPUH","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,6,215114,1,1500,1,NA
"VWAKMJUKWPUH","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,2,218725,1,1751,1,NA
"VWAKMJUKWPUH","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,16,222085,2,1605,1,NA
"VWAKMJUKWPUH","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,3,225462,1,1412,1,NA
"VWAKMJUKWPUH","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,5,229064,1,1509,1,NA
"VWAKMJUKWPUH","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,9,232685,2,1690,0,NA
"VWAKMJUKWPUH","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,13,236923,1,2202,0,NA
"VWAKMJUKWPUH","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,27,471378,3,6130,0,NA
"VWAKMJUKWPUH","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,31,475018,7,3131,0,NA
"VWAKMJUKWPUH","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,28,476967,8,1439,0,NA
"VWAKMJUKWPUH","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,24,478641,8,1164,0,NA
"VWAKMJUKWPUH","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,30,480375,7,1225,0,NA
"VWAKMJUKWPUH","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,33,482050,9,1166,0,NA
"VWAKMJUKWPUH","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,19,485348,1,2789,0,NA
"VWAKMJUKWPUH","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,25,486726,1,869,0,NA
"VWAKMJUKWPUH","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,22,488093,1,857,0,NA
"VWAKMJUKWPUH","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,21,489446,1,844,0,NA
"VWAKMJUKWPUH","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",29,20,490738,1,783,0,NA
"VWAKMJUKWPUH","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",30,29,492802,6,1555,0,NA
"VWAKMJUKWPUH","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",31,26,494197,7,885,0,NA
"VWAKMJUKWPUH","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",32,23,495849,1,1143,0,NA
"VWAKMJUKWPUH","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",33,32,497517,7,1159,0,NA
"VWAKMJUKWPUH","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,34,499040,7,1013,0,NA
"VWAKMJUKWPUH","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,96,517478,6,6864,0,NA
"VWAKMJUKWPUH","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,97,527078,6,9092,0,NA
"VWAKMJUKWPUH","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,95,537206,7,9620,0,NA
"VWAKMJUKWPUH","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,92,543085,7,5371,0,NA
"VWAKMJUKWPUH","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,86,548710,7,5118,0,NA
"VWAKMJUKWPUH","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,83,553284,6,4066,0,NA
"VWAKMJUKWPUH","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,89,556315,7,2524,0,NA
"VWAKMJUKWPUH","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,85,557325,6,503,0,NA
"VWAKMJUKWPUH","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,91,558394,4,561,0,NA
"VWAKMJUKWPUH","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,84,559416,7,514,0,NA
"VWAKMJUKWPUH","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,90,560706,6,783,0,NA
"VWAKMJUKWPUH","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,93,561913,7,700,0,NA
"VWAKMJUKWPUH","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,88,564123,7,1702,0,NA
"VWAKMJUKWPUH","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,94,565184,4,553,0,NA
"VWAKMJUKWPUH","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,87,566310,5,619,0,NA
"VWAKMJUKWPUH","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,580747,40,5385,0,NA
"VWAKMJUKWPUH","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,586716,80,5436,0,NA
"VWAKMJUKWPUH","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,589599,45,2354,0,NA
"VWAKMJUKWPUH","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,593921,70,3790,0,NA
"VWAKMJUKWPUH","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,598400,35,3947,0,NA
"VWAKMJUKWPUH","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,602571,35,3638,0,NA
"VWAKMJUKWPUH","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,605068,40,1966,0,NA
"VWAKMJUKWPUH","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,607267,75,1667,0,NA
"VWAKMJUKWPUH","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,609979,45,2182,0,NA
"VWAKMJUKWPUH","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,613430,60,2915,0,NA
"VWAKMJUKWPUH","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,615726,55,1767,0,NA
"VWAKMJUKWPUH","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na",500,"na","na","15","na","na","na","na","na","na","slider","0_100_5",NA,NA,618534,35,2257,0,NA
"VWEIPSGEIUXN","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na",500,"na","na","na","na","na","na","NEXT","na","na","na","na",1,1,195565,1,35972,0,NA
"VWEIPSGEIUXN","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,14,198573,2,2496,1,NA
"VWEIPSGEIUXN","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,17,202052,2,1759,1,NA
